,text,dict_val,enumerator
16418,peak,4008,16418
16419,peaked,4008,16419
16420,spiky,4009,16420
16421,peaky,4009,16421
16422,peanut,4010,16422
16423,insignificant,4010,16423
16424,pectoral,4011,16424
16425,thoracic,4011,16425
16426,odd,4012,16426
16427,peculiar,4012,16427
16428,singular,4012,16428
16429,queer,4012,16429
16430,curious,4012,16430
16431,special,4012,16431
16432,rummy,4012,16432
16433,particular,4012,16433
16434,rum,4012,16434
16435,funny,4012,16435
16436,pedagogical,4013,16436
16437,pedagogic,4013,16437
16438,bike,4014,16438
16439,bicycle,4014,16439
16440,cycle,4014,16440
16441,wheel,4014,16441
16442,pedal,4014,16442
16443,thoroughbred,4015,16443
16444,pureblood,4015,16444
16445,pureblooded,4015,16445
16446,pedigreed,4015,16446
16447,pedigree,4015,16447
16448,pedunculate,4016,16448
16449,stalked,4016,16449
16450,penciled,4017,16450
16451,pencil,4017,16451
16452,penciled,4018,16452
16453,pencilled,4018,16453
16454,pencilled,4019,16454
16455,pencil,4019,16455
16456,pendant,4020,16456
16457,dependent,4020,16457
16458,pendent,4020,16458
16459,riddle,4021,16459
16460,bottom,4021,16460
16461,interpenetrate,4021,16461
16462,infiltrate,4021,16462
16463,penetrate,4021,16463
16464,penetrating,4021,16464
16465,sink in,4021,16465
16466,dawn,4021,16466
16467,click,4021,16467
16468,perforate,4021,16468
16469,come home,4021,16469
16470,get through,4021,16470
16471,imbue,4021,16471
16472,permeate,4021,16472
16473,diffuse,4021,16473
16474,fathom,4021,16474
16475,pervade,4021,16475
16476,get across,4021,16476
16477,fall into place,4021,16477
16478,penile,4022,16478
16479,penial,4022,16479
16480,repressed,4023,16480
16481,pent-up,4023,16481
16482,pentagonal,4024,16482
16483,pentangular,4024,16483
16484,next-to-last,4025,16484
16485,penultimate,4025,16485
16486,impecunious,4026,16486
16487,hard up,4026,16487
16488,penurious,4026,16488
16489,pinched,4026,16489
16490,penniless,4026,16490
16491,in straitened circumstances,4026,16491
16492,parsimonious,4026,16492
16493,people,4027,16493
16494,peopled,4027,16494
16495,for each person,4028,16495
16496,of each person,4028,16496
16497,per capita,4028,16497
16498,perambulate,4029,16498
16499,walk about,4029,16499
16500,perambulating,4029,16500
16501,walk around,4029,16501
16502,comprehend,4030,16502
16503,perceived,4030,16503
16504,perceive,4030,16504
16505,sensed,4031,16505
16506,perceived,4031,16506
16507,perceptible,4032,16507
16508,detectable,4032,16508
16509,clear,4033,16509
16510,percipient,4033,16510
16511,percutaneous,4034,16511
16512,transcutaneous,4034,16512
16513,transdermal,4034,16513
16514,transdermic,4034,16514
16515,recurrent,4035,16515
16516,perennial,4035,16516
16517,repeated,4035,16517
16518,perfect,4036,16518
16519,hone,4036,16519
16520,perfected,4037,16520
16521,perfect,4037,16521
16522,hone,4037,16522
16523,perfidious,4038,16523
16524,punic,4038,16524
16525,treacherous,4038,16525
16526,penetrate,4039,16526
16527,perforate,4039,16527
16528,punch,4039,16528
16529,pierced,4040,16529
16530,perforate,4040,16530
16531,perforated,4040,16531
16532,punctured,4040,16532
16533,perforate,4041,16533
16534,penetrate,4041,16534
16535,perforated,4041,16535
16536,punch,4041,16536
16537,pericardiac,4042,16537
16538,pericardial,4042,16538
16539,perirhinal,4043,16539
16540,perinasal,4043,16540
16541,periodical,4044,16541
16542,periodic,4044,16542
16543,occasional,4045,16543
16544,periodic,4045,16544
16545,periodontic,4046,16545
16546,periodontal,4046,16546
16547,peripatetic,4047,16547
16548,Aristotelic,4047,16548
16549,Aristotelian,4047,16549
16550,Aristotelean,4047,16550
16551,peripatetic,4048,16551
16552,wayfaring,4048,16552
16553,peristylar,4049,16553
16554,pseudoperipteral,4049,16554
16555,peruked,4050,16555
16556,periwigged,4050,16556
16557,lasting,4051,16557
16558,permanent,4051,16558
16559,permanent-press,4052,16559
16560,drip-dry,4052,16560
16561,permeant,4053,16561
16562,pervasive,4053,16562
16563,permeative,4053,16563
16564,permeating,4053,16564
16565,percolate,4054,16565
16566,penetrate,4054,16566
16567,riddle,4054,16567
16568,permeating,4054,16568
16569,interpenetrate,4054,16569
16570,filter,4054,16570
16571,sink in,4054,16571
16572,imbue,4054,16572
16573,permeate,4054,16573
16574,diffuse,4054,16574
16575,pervade,4054,16575
16576,perm,4055,16576
16577,permed,4055,16577
16578,transposable,4056,16578
16579,permutable,4056,16579
16580,deadly,4057,16580
16581,pernicious,4057,16581
16582,subtle,4057,16582
16583,pestilent,4057,16583
16584,baneful,4057,16584
16585,insidious,4057,16585
16586,persnickety,4058,16586
16587,pernickety,4058,16587
16588,perpendicular,4059,16588
16589,vertical,4059,16589
16590,persevere,4060,16590
16591,hang in,4060,16591
16592,hold on,4060,16592
16593,hang on,4060,16593
16594,persevering,4060,16594
16595,persist,4060,16595
16596,Persian,4061,16596
16597,persian,4061,16597
16598,Iranian,4061,16598
16599,haunting,4062,16599
16600,dogged,4062,16600
16601,unrelenting,4062,16601
16602,tenacious,4062,16602
16603,relentless,4062,16603
16604,persistent,4062,16604
16605,dour,4062,16605
16606,pertinacious,4062,16606
16607,unyielding,4062,16607
16608,persistent,4063,16608
16609,lasting,4063,16609
16610,distorted,4064,16610
16611,reprobate,4064,16611
16612,perverse,4064,16612
16613,depraved,4064,16613
16614,kinky,4064,16614
16615,misrepresented,4064,16615
16616,twisted,4064,16616
16617,perverted,4064,16617
16618,pessimal,4065,16618
16619,pessimum,4065,16619
16620,pester,4066,16620
16621,badger,4066,16621
16622,beleaguer,4066,16622
16623,tease,4066,16623
16624,pestered,4066,16624
16625,bug,4066,16625
16626,pester,4067,16626
16627,badger,4067,16627
16628,beleaguer,4067,16628
16629,tease,4067,16629
16630,pestering,4067,16630
16631,bug,4067,16631
16632,pharmaceutic,4068,16632
16633,pharmaceutical,4068,16633
16634,pharmacological,4069,16634
16635,pharmacologic,4069,16635
16636,phenotypical,4070,16636
16637,phenotypic,4070,16637
16638,philatelical,4071,16638
16639,philatelic,4071,16639
16640,Philippine,4072,16640
16641,philippine,4072,16641
16642,Filipino,4072,16642
16643,philistine,4073,16643
16644,Philistine,4073,16644
16645,philosophical,4074,16645
16646,philosophic,4074,16646
16647,phlegmatic,4075,16647
16648,phlegmatical,4075,16648
16649,phoenician,4076,16649
16650,Phoenician,4076,16650
16651,phonetic,4077,16651
16652,phonic,4077,16652
16653,phonological,4078,16653
16654,phonologic,4078,16654
16655,phosphoric,4079,16655
16656,phosphorous,4079,16656
16657,photoelectric,4080,16657
16658,photoelectrical,4080,16658
16659,photometric,4081,16659
16660,photometrical,4081,16660
16661,phylogenetic,4082,16661
16662,phyletic,4082,16662
16663,physiological,4083,16663
16664,physiologic,4083,16664
16665,phytophagous,4084,16665
16666,phytophilous,4084,16666
16667,plant-eating,4084,16667
16668,phytophagic,4084,16668
16669,piagetian,4085,16669
16670,Piagetian,4085,16670
16671,pianissimo,4086,16671
16672,very softly,4086,16672
16673,soft,4087,16673
16674,piano,4087,16674
16675,piano,4088,16675
16676,softly,4088,16676
16677,pickled,4089,16677
16678,pickle,4089,16678
16679,pictural,4090,16679
16680,pictorial,4090,16680
16681,graphic,4091,16681
16682,vivid,4091,16682
16683,lifelike,4091,16683
16684,pictorial,4091,16684
16685,figure,4092,16685
16686,render,4092,16686
16687,picture,4092,16687
16688,image,4092,16688
16689,show,4092,16689
16690,project,4092,16690
16691,fancy,4092,16691
16692,visualize,4092,16692
16693,visualise,4092,16693
16694,depict,4092,16694
16695,envision,4092,16695
16696,pictured,4092,16696
16697,see,4092,16697
16698,visualised,4093,16698
16699,portrayed,4093,16699
16700,depicted,4093,16700
16701,visualized,4093,16701
16702,pictured,4093,16702
16703,envisioned,4093,16703
16704,twinge,4094,16704
16705,hook,4094,16705
16706,snarf,4094,16706
16707,lift,4094,16707
16708,top,4094,16708
16709,twitch,4094,16709
16710,squeeze,4094,16710
16711,crimp,4094,16711
16712,cabbage,4094,16712
16713,pinch,4094,16713
16714,purloin,4094,16714
16715,pinched,4094,16715
16716,swipe,4094,16716
16717,nobble,4094,16717
16718,sneak,4094,16718
16719,abstract,4094,16719
16720,nip,4094,16720
16721,vellicate,4094,16721
16722,pilfer,4094,16722
16723,tweet,4094,16723
16724,filch,4094,16724
16725,black,4095,16725
16726,pitch-black,4095,16726
16727,pitch-dark,4095,16727
16728,tilt,4096,16728
16729,incline,4096,16729
16730,slant,4096,16730
16731,cant,4096,16731
16732,pitched,4096,16732
16733,cant over,4096,16733
16734,gear,4096,16734
16735,set up,4096,16735
16736,flip,4096,16736
16737,huckster,4096,16737
16738,monger,4096,16738
16739,shift,4096,16739
16740,pitch,4096,16740
16741,slope,4096,16741
16742,vend,4096,16742
16743,peddle,4096,16743
16744,hawk,4096,16744
16745,toss,4096,16745
16746,lurch,4096,16746
16747,sky,4096,16747
16748,deliver,4096,16748
16749,plagiarised,4097,16749
16750,plagiaristic,4097,16750
16751,plagiarized,4097,16751
16752,lift,4098,16752
16753,plagiarise,4098,16753
16754,plagiarize,4098,16754
16755,plagiarized,4098,16755
16756,pestiferous,4099,16756
16757,bothersome,4099,16757
16758,vexatious,4099,16758
16759,vexing,4099,16759
16760,galling,4099,16760
16761,nettlesome,4099,16761
16762,annoying,4099,16762
16763,teasing,4099,16763
16764,irritating,4099,16764
16765,pestering,4099,16765
16766,pestilent,4099,16766
16767,pesky,4099,16767
16768,pestilential,4099,16768
16769,plaguey,4099,16769
16770,plaguy,4099,16770
16771,plaguey,4100,16771
16772,plaguily,4100,16772
16773,plaguy,4100,16773
16774,be after,4101,16774
16775,project,4101,16775
16776,plan,4101,16776
16777,planned,4101,16777
16778,design,4101,16778
16779,contrive,4101,16779
16780,planted,4102,16780
16781,establish,4102,16781
16782,imbed,4102,16782
16783,plant,4102,16783
16784,institute,4102,16784
16785,implant,4102,16785
16786,found,4102,16786
16787,constitute,4102,16787
16788,embed,4102,16788
16789,engraft,4102,16789
16790,set,4102,16790
16791,stick on,4103,16791
16792,plaster,4103,16792
16793,plaster over,4103,16793
16794,daub,4103,16794
16795,plastered,4103,16795
16796,poultice,4103,16796
16797,beplaster,4103,16797
16798,sworn,4104,16798
16799,pledged,4104,16799
16800,plenteous,4105,16800
16801,copious,4105,16801
16802,ample,4105,16802
16803,plentiful,4105,16803
16804,rich,4105,16804
16805,plenteous,4106,16805
16806,copious,4106,16806
16807,bountiful,4106,16807
16808,ample,4106,16808
16809,plentiful,4106,16809
16810,rich,4106,16810
16811,tautologic,4107,16811
16812,tautological,4107,16812
16813,redundant,4107,16813
16814,pleonastic,4107,16814
16815,ductile,4108,16815
16816,pliable,4108,16816
16817,tractile,4108,16817
16818,tensile,4108,16818
16819,pliant,4108,16819
16820,elastic,4108,16820
16821,malleable,4108,16821
16822,waxy,4108,16822
16823,fictile,4108,16823
16824,flexible,4108,16824
16825,bendable,4108,16825
16826,spunky,4109,16826
16827,feisty,4109,16827
16828,plucky,4109,16828
16829,plus,4110,16829
16830,positive,4110,16830
16831,plush-like,4111,16831
16832,plushy,4111,16832
16833,plushy,4112,16833
16834,lush,4112,16834
16835,lucullan,4112,16835
16836,plush-like,4112,16836
16837,plush,4112,16837
16838,lavish,4112,16838
16839,plutocratic,4113,16839
16840,plutocratical,4113,16840
16841,Hadean,4114,16841
16842,Plutonian,4114,16842
16843,plutonian,4114,16843
16844,Tartarean,4114,16844
16845,vagal,4115,16845
16846,pneumogastric,4115,16846
16847,pulmonary,4116,16847
16848,pulmonic,4116,16848
16849,pneumonic,4116,16849
16850,poached,4117,16850
16851,poach,4117,16851
16852,pocked,4118,16852
16853,mark,4118,16853
16854,pock,4118,16854
16855,scar,4118,16855
16856,pit,4118,16856
16857,pockmark,4119,16857
16858,pockmarked,4119,16858
16859,roly-poly,4120,16859
16860,podgy,4120,16860
16861,dumpy,4120,16861
16862,pudgy,4120,16862
16863,tubby,4120,16863
16864,poetic,4121,16864
16865,poetical,4121,16865
16866,polished,4122,16866
16867,polish,4122,16867
16868,round off,4122,16868
16869,round,4122,16869
16870,polish up,4122,16870
16871,smoothen,4122,16871
16872,down,4122,16872
16873,shine,4122,16873
16874,fine-tune,4122,16874
16875,refine,4122,16875
16876,brush up,4122,16876
16877,smooth,4122,16877
16878,polished,4123,16878
16879,milled,4123,16879
16880,refined,4123,16880
16881,svelte,4123,16881
16882,urbane,4123,16882
16883,dressed,4123,16883
16884,civil,4124,16884
16885,polite,4124,16885
16886,politic,4125,16886
16887,suave,4125,16887
16888,smooth,4125,16888
16889,bland,4125,16889
16890,contaminate,4126,16890
16891,polluted,4126,16891
16892,pollute,4126,16892
16893,foul,4126,16893
16894,polyphonic,4127,16894
16895,polyphonous,4127,16895
16896,polysemous,4128,16896
16897,polysemantic,4128,16897
16898,polysyllabic,4129,16898
16899,sesquipedalian,4129,16899
16900,polysynthetic,4130,16900
16901,agglutinative,4130,16901
16902,pomaded,4131,16902
16903,pomade,4131,16903
16904,excogitate,4132,16904
16905,contemplate,4132,16905
16906,pondering,4132,16906
16907,meditate,4132,16907
16908,ruminate,4132,16908
16909,ponder,4132,16909
16910,muse,4132,16910
16911,think over,4132,16911
16912,speculate,4132,16912
16913,chew over,4132,16913
16914,mull,4132,16914
16915,mull over,4132,16915
16916,reflect,4132,16916
16917,episcopal,4133,16917
16918,apostolic,4133,16918
16919,apostolical,4133,16919
16920,pontifical,4133,16920
16921,papal,4133,16921
16922,stout,4134,16922
16923,portly,4134,16923
16924,portrayed,4135,16924
16925,limn,4135,16925
16926,impersonate,4135,16926
16927,portray,4135,16927
16928,depict,4135,16928
16929,present,4135,16929
16930,Portuguese,4136,16930
16931,portuguese,4136,16931
16932,Lusitanian,4136,16932
16933,postmodernist,4137,16933
16934,postmodern,4137,16934
16935,postmortem,4138,16935
16936,postmortal,4138,16936
16937,postnatal,4139,16937
16938,postpartum,4139,16938
16939,prepaid,4140,16939
16940,postpaid,4140,16940
16941,toilet-trained,4141,16941
16942,pot-trained,4141,16942
16943,potty-trained,4141,16943
16944,rootbound,4142,16944
16945,potbound,4142,16945
16946,potent,4143,16946
16947,strong,4143,16947
16948,powerful,4143,16948
16949,stiff,4144,16949
16950,potent,4144,16950
16951,strong,4144,16951
16952,virile,4144,16952
16953,potted,4145,16953
16954,pot,4145,16954
16955,gushing,4146,16955
16956,pouring,4146,16956
16957,powder blue,4147,16957
16958,powdery-blue,4147,16958
16959,fine-grained,4148,16959
16960,pulverized,4148,16960
16961,small-grained,4148,16961
16962,powdery,4148,16962
16963,powdered,4148,16963
16964,pulverised,4148,16964
16965,power,4149,16965
16966,powered,4149,16966
16967,herculean,4150,16967
16968,sinewy,4150,16968
16969,powerful,4150,16969
16970,potent,4150,16970
16971,muscular,4150,16971
16972,knock-down,4150,16972
16973,brawny,4150,16973
16974,hefty,4150,16974
16975,feasible,4151,16975
16976,practicable,4151,16976
16977,operable,4151,16977
16978,viable,4151,16978
16979,workable,4151,16979
16980,executable,4151,16980
16981,praetorial,4152,16981
16982,pretorian,4152,16982
16983,pretorial,4152,16983
16984,praetorian,4152,16984
16985,Pretorian,4153,16985
16986,Praetorian,4153,16986
16987,praetorian,4153,16987
16988,practical,4154,16988
16989,hard-nosed,4154,16989
16990,matter-of-fact,4154,16990
16991,hardheaded,4154,16991
16992,pragmatical,4154,16992
16993,pragmatic,4154,16993
16994,pragmatical,4155,16994
16995,pragmatic,4155,16995
16996,pragmatical,4156,16996
16997,pragmatic,4156,16997
16998,matter-of-fact,4156,16998
16999,praising,4157,16999
17000,praise,4157,17000
17001,prakritic,4158,17001
17002,Prakritic,4158,17002
17003,pre-Christian,4159,17003
17004,pre-christian,4159,17004
17005,pre-Columbian,4160,17005
17006,pre-columbian,4160,17006
17007,pre-emptive,4161,17007
17008,preemptive,4161,17008
17009,preexisting,4162,17009
17010,pre-existent,4162,17010
17011,preexistent,4162,17011
17012,pre-existing,4162,17012
17013,pre-Jurassic,4163,17013
17014,pre-jurassic,4163,17014
17015,pre-raphaelite,4164,17015
17016,Pre-Raphaelite,4164,17016
17017,pre-socratic,4165,17017
17018,pre-Socratic,4165,17018
17019,presocratic,4165,17019
17020,preteen,4166,17020
17021,preadolescent,4166,17021
17022,parlous,4167,17022
17023,unstable,4167,17023
17024,shaky,4167,17024
17025,precarious,4167,17025
17026,perilous,4167,17026
17027,touch-and-go,4167,17027
17028,precatory,4168,17028
17029,precative,4168,17029
17030,precautionary,4169,17030
17031,precautional,4169,17031
17032,fall,4170,17032
17033,precipitate,4170,17033
17034,come down,4170,17034
17035,fall,4171,17035
17036,precipitate,4171,17036
17037,precipitating,4171,17037
17038,come down,4171,17038
17039,precipitous,4172,17039
17040,precipitant,4172,17040
17041,precipitate,4172,17041
17042,sharp,4172,17042
17043,hasty,4172,17043
17044,overhasty,4172,17044
17045,abrupt,4172,17045
17046,preclinical,4173,17046
17047,presymptomatic,4173,17047
17048,preconceive,4174,17048
17049,preconceived,4174,17049
17050,preconditioned,4175,17050
17051,precondition,4175,17051
17052,precooked,4176,17052
17053,precook,4176,17053
17054,premonitory,4177,17054
17055,precursory,4177,17055
17056,predatory,4178,17056
17057,predaceous,4178,17057
17058,predacious,4178,17058
17059,predetermined,4179,17059
17060,bias,4179,17060
17061,predetermine,4179,17061
17062,preset,4180,17062
17063,predetermined,4180,17063
17064,predictive,4181,17064
17065,prognosticative,4181,17065
17066,prognostic,4181,17066
17067,predigested,4182,17067
17068,predigest,4182,17068
17069,predisposed,4183,17069
17070,predispose,4183,17070
17071,preponderant,4184,17071
17072,predominant,4184,17072
17073,prevalent,4184,17073
17074,preponderating,4184,17074
17075,dominant,4184,17075
17076,predominate,4184,17076
17077,rife,4184,17077
17078,overriding,4184,17078
17079,paramount,4184,17079
17080,prevailing,4184,17080
17081,hulk,4185,17081
17082,rule,4185,17082
17083,tower,4185,17083
17084,reign,4185,17084
17085,loom,4185,17085
17086,predominate,4185,17086
17087,prevail,4185,17087
17088,dominate,4185,17088
17089,opt,4186,17089
17090,prefer,4186,17090
17091,choose,4186,17091
17092,favour,4186,17092
17093,favor,4186,17093
17094,preferred,4186,17094
17095,favourite,4187,17095
17096,preferent,4187,17096
17097,preferable,4187,17097
17098,favored,4187,17098
17099,best-loved,4187,17099
17100,pet,4187,17100
17101,favorite,4187,17101
17102,preferred,4187,17102
17103,meaning,4188,17103
17104,significant,4188,17104
17105,pregnant,4188,17105
17106,fraught,4188,17106
17107,prehistorical,4189,17107
17108,prehistoric,4189,17108
17109,prepossess,4190,17109
17110,prejudice,4190,17110
17111,prejudiced,4190,17111
17112,prejudicious,4191,17112
17113,prejudicial,4191,17113
17114,untimely,4192,17114
17115,previous,4192,17115
17116,premature,4192,17116
17117,premeditated,4193,17117
17118,premeditate,4193,17118
17119,prepackaged,4194,17119
17120,prepacked,4194,17120
17121,prepay,4195,17121
17122,prepaid,4195,17122
17123,propaedeutic,4196,17123
17124,preparatory,4196,17124
17125,preparative,4196,17125
17126,machinate,4197,17126
17127,gear up,4197,17127
17128,make,4197,17128
17129,prepared,4197,17129
17130,educate,4197,17130
17131,fix,4197,17131
17132,develop,4197,17132
17133,ready,4197,17133
17134,prepare,4197,17134
17135,groom,4197,17135
17136,organise,4197,17136
17137,devise,4197,17137
17138,get up,4197,17138
17139,train,4197,17139
17140,set up,4197,17140
17141,cook,4197,17141
17142,set,4197,17142
17143,organize,4197,17143
17144,outweigh,4198,17144
17145,preponderate,4198,17145
17146,outbalance,4198,17146
17147,preponderating,4198,17147
17148,overbalance,4198,17148
17149,bear on,4199,17149
17150,conserve,4199,17150
17151,keep up,4199,17151
17152,save,4199,17152
17153,carry on,4199,17153
17154,preserve,4199,17154
17155,keep,4199,17155
17156,uphold,4199,17156
17157,preserved,4199,17157
17158,continue,4199,17158
17159,maintain,4199,17159
17160,pre-Socratic,4200,17160
17161,presocratic,4200,17161
17162,disdainful,4201,17162
17163,triumphal,4201,17163
17164,sniffy,4201,17164
17165,swaggering,4201,17165
17166,jubilant,4201,17166
17167,rejoicing,4201,17167
17168,prideful,4201,17168
17169,exultant,4201,17169
17170,haughty,4201,17170
17171,lordly,4201,17171
17172,overbearing,4201,17172
17173,exulting,4201,17173
17174,supercilious,4201,17174
17175,imperious,4201,17175
17176,triumphant,4201,17176
17177,priestly,4202,17177
17178,priestlike,4202,17178
17179,hieratical,4203,17179
17180,sacerdotal,4203,17180
17181,hieratic,4203,17181
17182,priestlike,4203,17182
17183,priestly,4203,17183
17184,favour,4204,17184
17185,favor,4204,17185
17186,privileged,4204,17186
17187,privilege,4204,17187
17188,secluded,4205,17188
17189,secret,4205,17189
17190,privy,4205,17190
17191,prix fixe,4206,17191
17192,table d'hote,4206,17192
17193,esteem,4207,17193
17194,jimmy,4207,17194
17195,prize,4207,17195
17196,lever,4207,17196
17197,prise,4207,17197
17198,respect,4207,17198
17199,appreciate,4207,17199
17200,pry,4207,17200
17201,treasure,4207,17201
17202,value,4207,17202
17203,pro-American,4208,17203
17204,pro-american,4208,17204
17205,pro-inflammatory,4209,17205
17206,proinflammatory,4209,17206
17207,pro forma,4210,17207
17208,perfunctory,4210,17208
17209,pro forma,4211,17209
17210,as a formality,4211,17210
17211,perfunctorily,4211,17211
17212,pro tem,4212,17212
17213,pro tempore,4212,17213
17214,knotty,4213,17214
17215,tough,4213,17215
17216,problematical,4213,17216
17217,problematic,4213,17217
17218,elusive,4213,17218
17219,debatable,4213,17219
17220,baffling,4213,17220
17221,procaryotic,4214,17221
17222,prokaryotic,4214,17222
17223,adjective,4215,17223
17224,procedural,4215,17224
17225,sue,4216,17225
17226,serve,4216,17226
17227,processed,4216,17227
17228,litigate,4216,17228
17229,work,4216,17229
17230,work on,4216,17230
17231,action,4216,17231
17232,swear out,4216,17232
17233,march,4216,17233
17234,treat,4216,17234
17235,process,4216,17235
17236,refined,4217,17236
17237,processed,4217,17237
17238,sacrilegious,4218,17238
17239,blasphemous,4218,17239
17240,unsanctified,4218,17240
17241,unconsecrated,4218,17241
17242,profane,4218,17242
17243,blue,4218,17243
17244,profane,4219,17244
17245,secular,4219,17245
17246,outrage,4220,17246
17247,debauch,4220,17247
17248,corrupt,4220,17248
17249,debase,4220,17249
17250,demoralise,4220,17250
17251,vitiate,4220,17251
17252,profane,4220,17252
17253,deprave,4220,17253
17254,misdirect,4220,17254
17255,subvert,4220,17255
17256,desecrate,4220,17256
17257,pervert,4220,17257
17258,violate,4220,17258
17259,profaned,4220,17259
17260,demoralize,4220,17260
17261,violated,4221,17261
17262,profaned,4221,17262
17263,professed,4222,17263
17264,confess,4222,17264
17265,concede,4222,17265
17266,profess,4222,17266
17267,pretend,4222,17267
17268,taboo,4223,17268
17269,verboten,4223,17269
17270,proscribed,4223,17270
17271,banned,4223,17271
17272,forbidden,4223,17272
17273,tabu,4223,17273
17274,prohibited,4223,17274
17275,out,4223,17275
17276,prohibitory,4224,17276
17277,prohibitive,4224,17277
17278,forked,4225,17278
17279,tined,4225,17279
17280,branched,4225,17280
17281,biramous,4225,17281
17282,forficate,4225,17282
17283,prongy,4225,17283
17284,fork-like,4225,17284
17285,pronged,4225,17285
17286,bifurcate,4225,17286
17287,articulate,4226,17287
17288,say,4226,17288
17289,label,4226,17289
17290,enounce,4226,17290
17291,pronounced,4226,17291
17292,pronounce,4226,17292
17293,sound out,4226,17293
17294,judge,4226,17294
17295,enunciate,4226,17295
17296,proofread,4227,17296
17297,proof,4227,17297
17298,proofread,4228,17298
17299,proof,4228,17299
17300,proofed,4228,17300
17301,propagandistic,4229,17301
17302,propagandist,4229,17302
17303,propellent,4230,17303
17304,propulsive,4230,17304
17305,propelling,4230,17305
17306,propellant,4230,17306
17307,proportional,4231,17307
17308,relative,4231,17308
17309,humdrum,4232,17309
17310,unglamourous,4232,17310
17311,pedestrian,4232,17311
17312,matter-of-fact,4232,17312
17313,unglamorous,4232,17313
17314,earthbound,4232,17314
17315,commonplace,4232,17315
17316,prosy,4232,17316
17317,prosaic,4232,17317
17318,veto,4233,17318
17319,interdict,4233,17319
17320,forbid,4233,17320
17321,proscribed,4233,17321
17322,nix,4233,17322
17323,disallow,4233,17323
17324,proscribe,4233,17324
17325,prohibit,4233,17325
17326,fly high,4234,17326
17327,prosper,4234,17327
17328,thrive,4234,17328
17329,prospering,4234,17329
17330,flourish,4234,17330
17331,extend,4235,17331
17332,protract,4235,17332
17333,draw out,4235,17333
17334,protracted,4235,17334
17335,prolong,4235,17335
17336,protractile,4236,17336
17337,protractible,4236,17337
17338,come out,4237,17338
17339,bulge,4237,17339
17340,pouch,4237,17340
17341,protruding,4237,17341
17342,pop out,4237,17342
17343,pop,4237,17343
17344,bug out,4237,17344
17345,protrude,4237,17345
17346,jut out,4237,17346
17347,start,4237,17347
17348,project,4237,17348
17349,jut,4237,17349
17350,stick out,4237,17350
17351,bulge out,4237,17351
17352,protrusible,4238,17352
17353,protrusile,4238,17353
17354,proud,4239,17354
17355,gallant,4239,17355
17356,lofty,4239,17356
17357,majestic,4239,17357
17358,proustian,4240,17358
17359,Proustian,4240,17359
17360,stimulate,4241,17360
17361,kick up,4241,17361
17362,hassle,4241,17362
17363,chivvy,4241,17363
17364,chivy,4241,17364
17365,plague,4241,17365
17366,harass,4241,17366
17367,harry,4241,17367
17368,raise,4241,17368
17369,call forth,4241,17369
17370,chevvy,4241,17370
17371,fire,4241,17371
17372,evoke,4241,17372
17373,chevy,4241,17373
17374,provoke,4241,17374
17375,arouse,4241,17375
17376,molest,4241,17376
17377,beset,4241,17377
17378,enkindle,4241,17378
17379,kindle,4241,17379
17380,provoking,4241,17380
17381,elicit,4241,17381
17382,prox,4242,17382
17383,proximo,4242,17383
17384,prussian,4243,17384
17385,Prussian,4243,17385
17386,publicized,4244,17386
17387,publicised,4244,17387
17388,bare,4245,17388
17389,publicized,4245,17389
17390,publicise,4245,17390
17391,air,4245,17391
17392,advertise,4245,17392
17393,publicize,4245,17393
17394,advertize,4245,17394
17395,write,4246,17395
17396,issue,4246,17396
17397,published,4246,17397
17398,publish,4246,17398
17399,print,4246,17399
17400,put out,4246,17400
17401,release,4246,17401
17402,bring out,4246,17402
17403,pukka,4247,17403
17404,pucka,4247,17404
17405,punch-drunk,4248,17405
17406,silly,4248,17406
17407,slaphappy,4248,17407
17408,deflate,4249,17408
17409,puncture,4249,17409
17410,punctured,4249,17410
17411,biting,4250,17411
17412,barbed,4250,17412
17413,pungent,4250,17413
17414,acrid,4250,17414
17415,nipping,4250,17415
17416,mordacious,4250,17416
17417,Carthaginian,4251,17417
17418,punic,4251,17418
17419,Punic,4251,17419
17420,punished,4252,17420
17421,penalise,4252,17421
17422,punish,4252,17422
17423,penalize,4252,17423
17424,penalise,4253,17424
17425,punish,4253,17425
17426,penalize,4253,17426
17427,punishing,4253,17427
17428,punitory,4254,17428
17429,punitive,4254,17429
17430,runty,4255,17430
17431,shrimpy,4255,17431
17432,puny,4255,17432
17433,puppylike,4256,17433
17434,puppyish,4256,17434
17435,utter,4257,17435
17436,gross,4257,17436
17437,staring,4257,17437
17438,complete,4257,17438
17439,stark,4257,17439
17440,double-dyed,4257,17440
17441,arrant,4257,17441
17442,thoroughgoing,4257,17442
17443,virtuous,4257,17443
17444,vestal,4257,17444
17445,everlasting,4257,17445
17446,unadulterated,4257,17446
17447,pure,4257,17447
17448,perfect,4257,17448
17449,virgin,4257,17449
17450,consummate,4257,17450
17451,virginal,4257,17451
17452,sodding,4257,17452
17453,saturated,4258,17453
17454,pure,4258,17454
17455,purging,4259,17455
17456,purgatorial,4259,17456
17457,purifying,4259,17457
17458,purple-red,4260,17458
17459,purplish-red,4260,17459
17460,purple-tinged,4261,17460
17461,purple-tinted,4261,17461
17462,purplish-white,4262,17462
17463,purple-white,4262,17463
17464,purplish,4263,17464
17465,violet,4263,17465
17466,purple,4263,17466
17467,purpose-built,4264,17467
